label,source_file,window_id,vib_mean,vib_std,vib_rms,vib_peak,vib_p2p,vib_skew,vib_kurt,vib_crest,vib_clearance,vib_shape,vib_impulse,vib_power_0_1k,vib_power_1_5k,vib_power_5_10k,vib_power_10_20k,vib_power_20_32k,vib_spectral_centroid,vib_spectral_entropy,vib_spectral_rolloff_85,vib_dominant_freq,vib_band_ratio_5_10_0_1,env_bpfo_1x,env_bpfo_2x,env_bpfo_3x,env_bpfi_1x,env_bpfi_2x,env_bpfi_3x,env_bpfi_sb_plus,env_bpfi_sb_minus,env_bpfo_sb_plus,env_bpfo_sb_minus,env_rms,env_kurt,env_peak,i1_rms,i1_std,i1_peak,i1_power_50hz,i1_power_100hz,i1_power_150hz,i1_sideband_fr_1x,i1_sideband_fr_2x,i1_sideband_bpfo,i1_sideband_bpfi,i2_rms,i2_std,i2_peak,i2_power_50hz,i2_power_100hz,i2_power_150hz,i2_sideband_fr_1x,i2_sideband_fr_2x,i2_sideband_bpfo,i2_sideband_bpfi,vib_i1_coherence_mean_0_2k
0,HH,0,-8.673617379884035e-19,0.4080794252864049,0.4080794252864049,4.172622409688649,7.504272455499089,0.43054119597018214,13.58766840798015,10.225025206183641,23.572280862302065,1.7128852476141356,17.51429483219756,0.005154643227211385,0.023234371371024236,0.038582528975726824,0.0453553663924042,0.04783345958064765,14281.229659441819,7.125830887057255,25937.5,7671.875,7.48500473603381,88.02355442415197,48.57187078883725,50.48572841710122,87.03980183725615,4.272545972892419,34.31663503741017,48.57187078883725,105.31133557159669,170.22929747671742,151.6481043231652,0.21042290086588825,4.861520427386867,1.3344952399417847,1.7723262722736488,1.7723262722736488,3.10265752792256,0.0,0.0,0.0,0.0020579042609120044,0.0,0.0,0.0,1.756399394836383,1.756399394836383,2.8109118822314905,0.0,0.0,0.0,0.0020628181472989466,0.0,0.0,0.0,0.46992756577926414
0,HH,1,-8.673617379884035e-18,0.42136125081432596,0.42136125081432596,2.6994906348055134,5.3375244100357,0.2322667813734313,8.567140261005207,6.4065944117596265,13.914011361379606,1.629840197543375,10.441725101667373,0.0038062697041279176,0.03278529414148765,0.041864091526892924,0.040493563594562874,0.048808312241062454,13665.543265284969,7.048314779358709,25859.375,3375.0,10.998719158154348,34.57682813273333,48.80773002616542,31.94388802834045,31.605478836829235,47.55447943679421,39.56752847311877,48.80773002616542,27.241491406667965,119.74750647537495,186.29313065530013,0.2046625382854482,3.159036351909779,1.1996767538322186,1.7507400343974173,1.7507400343974173,2.693401614436301,0.0,0.0,0.0,0.002087406907953101,0.0,0.0,0.0,1.7693297878507381,1.7693297878507381,2.6836895569470456,0.0,0.0,0.0,0.0020109761181882953,0.0,0.0,0.0,0.43785599909555495
0,HH,2,4.336808689942018e-19,0.38609940347202326,0.38609940347202326,2.6303999103609663,5.14221191016477,0.2105720487823696,9.244580519798683,6.8127531063247355,14.783102475477381,1.6316527285870144,11.116047195153202,0.004608831797786636,0.027060897780609605,0.03954088969171257,0.04034134544200474,0.045097121282047854,13542.862344269415,7.092065277739172,24859.375,5843.75,8.57937356319284,70.4994409694095,84.65310094866418,12.213269111051984,35.59325351004749,24.797481766277695,14.96013006722187,84.65310094866418,98.78109329362634,137.91351048996702,159.49150006145106,0.20228846137305515,4.146037361753841,1.2296901773269506,1.7699660643329593,1.7699660643329593,2.8543337186210667,0.0,0.0,0.0,0.0018811592788988978,0.0,0.0,0.0,1.7704817080264117,1.7704817080264117,2.7819095634591067,0.0,0.0,0.0,0.001899674564672925,0.0,0.0,0.0,0.47696268973397654
0,HH,3,-5.637851296924623e-18,0.37051681826975663,0.37051681826975663,2.3858413084380183,4.69360351293496,0.27096826439470945,8.684807209285708,6.439225402973626,13.869099575718629,1.6258874018753608,10.469455460558867,0.004591782158954439,0.022084102311858003,0.03329965989956179,0.035975785875620545,0.043427479469756475,14230.000018550221,7.1222481085205,26078.125,3359.375,7.252012125046497,66.488457626923,60.393197922014075,63.843644045702405,55.6749545238114,45.243449406863995,17.94842906659995,60.393197922014075,22.149838752400896,80.98858221411375,127.54290587602101,0.19410581844089467,3.897566955264833,1.061277009702694,1.7621280114372868,1.7621280114372868,2.8265554336437386,0.0,0.0,0.0,0.0017919932804049891,0.0,0.0,0.0,1.7564326757176156,1.7564326757176156,2.8596376407969983,0.0,0.0,0.0,0.0018268439240533888,0.0,0.0,0.0,0.5240727391860905
0,HH,4,3.7947076036992655e-18,0.41490938374430697,0.41490938374430697,3.728554395346695,7.03430175273709,-0.09989455486905192,10.787631344431365,8.986430631406197,20.123876250181745,1.6688606193475772,14.997100189288732,0.005449382287686301,0.028505241625666634,0.038457052190058634,0.042192881141876734,0.050860743013052864,14111.17251858738,7.1451341529315915,26171.875,7750.0,7.057139718367893,34.63436071472468,7.829030419902414,46.37058833626761,71.84640849990754,26.53355417105104,9.038808096808044,7.829030419902414,52.67416054686543,121.02646428400968,168.98658092217644,0.2081898234342802,5.372322847737562,1.602417292242385,1.7576683093952008,1.7576683093952008,2.7542109857728727,0.0,0.0,0.0,0.0019160825126857085,0.0,0.0,0.0,1.775625409697832,1.775625409697832,2.7788485539919057,0.0,0.0,0.0,0.0018770713797561667,0.0,0.0,0.0,0.49880436813922
0,HH,5,-1.3552527156068805e-18,0.4234368510561012,0.4234368510561012,3.7283144866578333,7.03430175273709,-0.4642721477812647,11.946196373630103,8.80488903445738,20.355797002441367,1.7031947091231943,14.996440417940057,0.004633503111026487,0.03410170805112399,0.04423667302142953,0.042984082721620465,0.06239126408738513,14283.855638551113,7.109011884171826,26734.375,5984.375,9.547133551418375,48.30611512357337,52.2145538464595,40.531617763673964,37.966164721161235,23.896378031704536,17.103196794207914,52.2145538464595,80.00178976786093,185.74442771057164,157.26868668957334,0.21633989858080874,5.547054310865056,1.5977859176160352,1.7748501382916744,1.7748501382916744,3.032720789683364,0.0,0.0,0.0,0.0020428769922922097,0.0,0.0,0.0,1.7572206677045128,1.7572206677045128,2.8000109353367852,0.0,0.0,0.0,0.0020415210243427723,0.0,0.0,0.0,0.48054968952768634
0,HH,6,1.0842021724855044e-18,0.4055049221400506,0.4055049221400506,2.938468752176513,5.413818355628489,-0.6329503888271557,10.805562679235775,7.24644410396182,16.407694280853878,1.6783099940172723,12.161779560796651,0.0027334412210230866,0.03082773704333088,0.040247708072369576,0.041914375831915096,0.04739888688662277,13667.571844334181,7.039370188998711,25109.375,5953.125,14.72419006053522,59.043464003247536,85.77696652685003,55.266504275940534,49.04089426979833,39.02191501960941,27.283409227930658,85.77696652685003,96.09005502500506,144.38177719704274,191.25266272602673,0.21611532935172148,4.052454612127159,1.2278270688922306,1.751831917428459,1.7518319174284591,2.935469886727585,0.0,0.0,0.0,0.002053857000211516,0.0,0.0,0.0,1.7685874562165405,1.7685874562165405,2.9320281637767485,0.0,0.0,0.0,0.00201358653683503,0.0,0.0,0.0,0.41590540725176406
0,HH,7,-1.0516761073109393e-17,0.40130407866246137,0.40130407866246137,2.8530999994460653,5.41381835532202,-0.25212313373199474,9.537278718023224,7.109571397699924,15.309763447379392,1.62862170595665,11.578802298371507,0.002511373570907848,0.026526785807936385,0.03811478316126442,0.03555397379299233,0.04451053222884708,13874.200416333833,7.104630505390759,25875.0,7796.875,15.176867188384588,43.80959767411251,80.33045264714522,65.882736792366,10.778521622356516,43.931120092744614,9.503025695416378,80.33045264714522,37.58433731619312,122.96840642474874,164.6909340257336,0.21102120456451307,7.84089085949071,1.8587009950722406,1.7705583480634939,1.7705583480634939,2.793287073912499,0.0,0.0,0.0,0.0019054294732188115,0.0,0.0,0.0,1.7689062264193085,1.7689062264193085,2.8035515359369194,0.0,0.0,0.0,0.0019126496807358511,0.0,0.0,0.0,0.4354412019949396
0,HH,8,-6.071532165918825e-18,0.38068141432181946,0.38068141432181946,2.5543756766142742,4.80041503632202,0.11331117162217978,8.620919040403527,6.710008895911459,14.0424369660248,1.5935418872989635,10.692680239811667,0.0024773222762833717,0.02453493207129562,0.032358667271704056,0.04115034351049573,0.041034805511378974,14013.917417601908,7.101148208770509,25765.625,5937.5,13.061953048429583,54.817243899623875,38.12712282854865,49.33360772135412,24.038320847314985,19.013080565511526,36.92013708059702,38.12712282854865,64.104950452053,92.44429601278756,88.75189605300895,0.1797164663459403,3.1310225606639746,1.1117496626219792,1.7650561895513521,1.7650561895513521,2.8147901469526646,0.0,0.0,0.0,0.0018270398403079677,0.0,0.0,0.0,1.756207295549156,1.756207295549156,2.750479692486645,0.0,0.0,0.0,0.0018240036839776497,0.0,0.0,0.0,0.4247815894330137
0,HH,9,-7.806255641895632e-18,0.37175324525715686,0.37175324525715686,2.455373106767543,4.47082519238656,0.26283319567665353,7.681419481986747,6.604846462234531,13.777495716226628,1.5815400719752712,10.445829349296114,0.003112108676815599,0.02581048464527773,0.03673727491428001,0.03567896441911972,0.039385875380813166,13695.352440147131,7.0661379996430025,26140.625,7750.0,11.804624682986987,28.45621110488056,52.53775700561307,24.862890296520682,116.25114500583763,66.301381343073,21.05845342862792,52.53775700561307,65.56157106922309,23.693625099059812,83.6664578143797,0.17882557202778476,1.8718432397581832,1.0133832822321707,1.758505359366535,1.758505359366535,2.740237259171493,0.0,0.0,0.0,0.00185437240144906,0.0,0.0,0.0,1.7760508353678852,1.7760508353678852,2.837441918242961,0.0,0.0,0.0,0.001884568115875332,0.0,0.0,0.0,0.4389333221649161
