rms,peak,p2p,crest,clearance,shape,impulse,kurt,skew,band_0_1000,band_1000_2000,band_2000_4000,band_4000_8000,band_8000_16000,band_16000_32000,envA_fr,envA_2fr,envA_3fr,envA_FTF,envA_BPFO,envA_2BPFO,envA_3BPFO,envA_BPFI,envA_2BPFI,envA_BSF,env_rms,env_kurt,file,label,widx,t0
0.40283581362532556,4.180561635114611,7.50427245549909,10.377830107734459,23.026724340337307,1.659230031318203,17.219207374671235,10.67258691008714,0.08822683921174339,0.025890299917161186,0.032911154193589275,0.11261645597252806,0.20334729014088776,0.22761897162436812,0.3975237259713012,1.3873865905035114,16.2381347029272,1.2347297588887645,1.0784266919755676,1.635950837691343,0.39523204950760343,2.2053817211742155,1.235812593004046,0.3572085973455555,16.2381347029272,0.39052273404957977,8.878228068211625,HH,0,0,0.0
0.400307816097003,3.841310880029519,7.12280272953545,9.595892774421094,20.99641728938223,1.6431726226253078,15.76770829657675,9.914148222151198,0.12979434389347694,0.028905787850732723,0.0344861725421827,0.11115332945934492,0.20202573089545997,0.22682408738680498,0.3964655337850335,1.5836619160927174,14.548430554508023,0.3756160222354063,3.3496338028356103,0.5083418774162148,0.8086594604097087,2.3874413596422626,1.240536202779822,1.330378530824084,14.548430554508023,0.38365579876522665,8.197836365613218,HH,0,1,0.25
0.399997384408779,3.6166847205080157,6.9580078075596905,9.041770925211674,20.00114378361988,1.6542593220140125,14.957433840546674,10.006621024714379,0.02337498589099609,0.028703533264707082,0.03387267053040334,0.1108571905831233,0.19679566559643258,0.23082089861164093,0.3987394738708168,1.1436954149298553,14.55741077138884,0.6292680186224903,1.221006652930882,0.6292680186224903,0.9367999761324273,0.9370788816502457,1.121385412367265,1.1539926910776084,14.55741077138884,0.38640771268282675,7.828679432087652,HH,0,2,0.5
0.4034664064518573,4.1572376223728655,7.495117182204741,10.303801148978481,22.900935929105234,1.6582796432290736,17.086583693231354,10.187061010940807,-0.08890650929676994,0.026465530609825916,0.030658882262121632,0.10993841035804755,0.19342735547247628,0.23293949298321276,0.40649303940816633,0.6146387121716897,15.854990971107531,0.6867077790245187,2.1237875624894893,0.6867077790245187,0.8618395823879975,1.7660255676195782,1.2076707063902037,0.5496295310453942,15.854990971107531,0.39119846408196074,8.05443428637366,HH,0,3,0.75
0.4114614836349284,4.157133195036326,8.05969237720474,10.103334966644816,22.322490965518334,1.6508228528353728,16.67881625278797,10.020053124594932,-0.017541119566324266,0.02723117507062054,0.033390806269018025,0.11051973976046124,0.1927765722348676,0.2327680953157592,0.40326969612463914,0.38419712866740263,14.124688582619543,1.0790689354241436,3.505822104080488,1.5523910724006988,0.859872821792341,0.9092078522144758,0.9048239989282865,0.9280070877459425,14.124688582619543,0.39684184364979574,7.59530996579244,HH,0,4,1.0
0.4090463794540867,4.051079556646261,7.95593261164831,9.903716938047054,22.075087561010395,1.6629230462582818,16.469119139896954,10.426659305301355,0.1244321446185422,0.024667595396655972,0.030777765710730265,0.10306367124086936,0.2019140086899191,0.23766511542527227,0.40186138346204636,0.22854124567674144,15.641020816254223,1.2793802237905647,1.7341260846329054,1.1989534162202236,0.9184162558272807,1.9729060970235401,1.7967618252311528,0.4789645662959758,15.641020816254223,0.3971039832974436,7.9536820602171865,HH,0,5,1.25
0.40868145304986725,4.0261053058698595,7.635498042164439,9.851450991534461,21.981516692673353,1.6632328285237319,16.385256697712787,10.39353547677841,0.10216699476565244,0.02415657853086504,0.03167958853358244,0.10446808303395516,0.19155794715098173,0.23857572489725226,0.4094854151037727,1.7629110291235814,16.52042220786505,0.9898264339577473,1.1522393851996415,0.802830300996191,1.0001562168480032,2.149022254084065,0.9987597280365453,1.1146807718320926,16.52042220786505,0.3966966937867765,8.094562286809198,HH,0,6,1.5
0.4087501459043645,3.648417947263115,7.26013183147501,8.925789957067654,19.511942568764006,1.6369761077405545,14.611304902430339,9.411321260341772,0.13474691844202355,0.022503113819652032,0.0342411256866412,0.11178956825119395,0.20788844942407275,0.23243211232327374,0.3910647896688119,0.9835939668844792,12.83938490877917,0.8737222782974622,1.8457173382033554,0.5657408654081824,1.952159548953523,1.2627982821092447,1.9190127062366211,0.7565156824019186,12.83938490877917,0.3909376252455165,7.682323254705121,HH,0,7,1.75
0.4087682307713366,4.405972287124376,7.77587890128533,10.77865635206142,23.776456478932587,1.6499638860199264,17.784393720720626,9.900838443322852,0.2237911676445897,0.025975687312925533,0.03024739646173192,0.1232900483274912,0.19758359858449348,0.22651109175840833,0.39635592044587825,0.824205026004657,16.591854289294233,1.1620363189890521,2.8515191638568056,0.706129853909375,1.7364919700543726,0.8498151304414633,1.1190772590406466,0.9430822753575925,16.591854289294233,0.3943111072855908,8.171575042266264,HH,0,8,2.0
0.4090732687729024,4.4081997842242,8.49304198628533,10.77606414481074,24.056075917325412,1.6642979879148936,17.93458187385034,10.411825635364844,0.09636480159453545,0.02623086886234504,0.030362950976368482,0.11310224798153748,0.20373195127671032,0.22749598057916193,0.39904378898981185,1.6916358211628149,15.167744836151932,0.7901747425130622,3.2404732441801944,0.7901747425130622,0.5583796713109597,0.9224491866495813,0.9151589808488042,0.6159460281716633,15.167744836151932,0.39735261566343055,8.198233543545703,HH,0,9,2.25
