vib_mean,vib_std,vib_rms,vib_peak,vib_p2p,vib_skew,vib_kurt,vib_crest,vib_clearance,vib_shape,vib_impulse,vib_power_0_1k,vib_power_1_5k,vib_power_5_10k,vib_power_10_20k,vib_power_20_32k,vib_spectral_centroid,vib_spectral_entropy,vib_spectral_rolloff_85,vib_dominant_freq,vib_band_ratio_5_10_0_1,env_bpfo_1x,env_bpfo_2x,env_bpfo_3x,env_bpfi_1x,env_bpfi_2x,env_bpfi_3x,env_bpfi_sb_plus,env_bpfi_sb_minus,env_bpfo_sb_plus,env_bpfo_sb_minus,env_rms,env_kurt,env_peak,i1_rms,i1_std,i1_peak,i1_power_50hz,i1_power_100hz,i1_power_150hz,i1_sideband_fr_1x,i1_sideband_fr_2x,i1_sideband_bpfo,i1_sideband_bpfi,i2_rms,i2_std,i2_peak,i2_power_50hz,i2_power_100hz,i2_power_150hz,i2_sideband_fr_1x,i2_sideband_fr_2x,i2_sideband_bpfo,i2_sideband_bpfi,vib_i1_coherence_mean_0_2k,label,source_file,window_id
-5.204170427930421e-18,0.3972642075243968,0.3972642075243968,4.176872965913387,7.504272455499091,0.331827502328714,11.71149518663085,10.514093358528598,23.529532553040337,1.6729798337773982,17.58986615927122,0.004881737512499009,0.025147634575816917,0.0390617093337197,0.04284835591720447,0.04646529043134775,13916.137762635546,7.298489692119869,25703.125,5843.75,8.001599681610498,30.369456251646078,93.63622945799816,63.21147819501898,63.97791022400628,21.098680244997826,28.791236723150814,101.61890707572921,0.0,0.0,361.6223651767336,0.2063463713977159,4.565119415727369,1.340201844652579,1.7746274935431257,1.7746274935431257,2.991560279089387,0.0,0.0,0.0,0.001969531769905451,0.0,0.0,0.0,1.7646288351435477,1.7646288351435477,2.875276231845299,0.0,0.0,0.0,0.001981246355985936,0.0,0.0,0.0,0.3306163632585238,0,HH,0
-3.2526065174565133e-18,0.3967688471105166,0.3967688471105166,2.702883256672136,5.3375244100357,0.2527520320409249,8.806874624281992,6.812236586506175,14.779779584708558,1.6312884327278423,11.112722744572926,0.004199025931541179,0.027434698226672827,0.03758187571322736,0.038234674735091706,0.04611789585540946,13921.69436147079,7.274122907352982,25953.125,3359.375,8.95014137016378,16.96789333803014,43.57399796954928,48.72916041680924,12.56033919588328,12.247713789984642,24.142158358698424,23.121249166587287,0.0,0.0,362.82864898093743,0.20068726673096932,3.430790607987203,1.221088050968104,1.757052272102269,1.757052272102269,2.78029758530589,0.0,0.0,0.0,0.0019397000941790451,0.0,0.0,0.0,1.7641012686033548,1.7641012686033548,2.924917535372022,0.0,0.0,0.0,0.001918910021120842,0.0,0.0,0.0,0.366333301309737,0,HH,1
-6.071532165918825e-18,0.4007647950160626,0.4007647950160626,3.727483001861409,7.03430175273709,0.038151641933953664,10.20255122253214,9.300924253369141,20.521573218825818,1.651791311121262,15.36318586711216,0.0050291070427364686,0.027783069703138118,0.0389989709408856,0.04126711329194074,0.04797893214755036,13834.794706333203,7.307191228284035,25687.5,5843.75,7.754651193884826,52.47683886828875,86.26361128712023,37.08846953687629,64.74270918665509,34.53552774276591,16.131478100743834,37.237279178653566,0.0,0.0,347.097016328114,0.2055526105958806,4.776533106795386,1.608345930342574,1.7657586463110198,1.7657586463110198,2.771782403362737,0.0,0.0,0.0,0.0018986208957923031,0.0,0.0,0.0,1.776232127480593,1.776232127480593,2.8830489049400656,0.0,0.0,0.0,0.001888372972214546,0.0,0.0,0.0,0.3791333729087646,0,HH,2
2.6020852139652106e-18,0.3978600663723198,0.3978600663723198,3.726938736948991,7.03430175273709,-0.17182704362143464,10.995450681486995,9.367461205471422,20.993049259334366,1.6699560162611842,15.643248197170246,0.004612642634990463,0.028092905181490997,0.03876816646049566,0.0394799342986205,0.0529093717785708,14260.951348748644,7.3057544299549875,26390.625,3296.875,8.404762631729664,68.95192393922194,89.47349876475974,41.82202071219814,33.82829484282771,65.07465561084625,12.217434087845872,67.47369624912746,0.0,0.0,342.30685537941326,0.20599532494181136,5.063930584309157,1.6133521906708501,1.7711788508469586,1.7711788508469586,2.9353531839584526,0.0,0.0,0.0,0.0019174351363485994,0.0,0.0,0.0,1.7568291941082015,1.7568291941082015,2.8566867760668915,0.0,0.0,0.0,0.0019341824741980805,0.0,0.0,0.0,0.3557370262797152,0,HH,3
-2.927345865710862e-18,0.4102344503796558,0.4102344503796558,3.729088229453636,7.03430175273709,-0.3573054349428659,10.81205143690699,9.090139128984687,20.474005383446386,1.673633636908617,15.21356261044797,0.004091411754354693,0.029666489334498766,0.0393523801312141,0.04205362848689591,0.04912981494983781,13890.953835683711,7.28766029089195,25812.5,5953.125,9.618288865624711,44.34544073190103,93.20644448613054,96.90001565354116,18.541639586870495,65.53220308170431,30.321973221322136,50.3175475843098,0.0,0.0,403.87143461295943,0.21227317624254619,4.666187912834812,1.602797420689865,1.754865602695708,1.754865602695708,2.9553899052502293,0.0,0.0,0.0,0.001984969756448613,0.0,0.0,0.0,1.7751851065648705,1.7751851065648705,2.8813090415988865,0.0,0.0,0.0,0.0019453289582955985,0.0,0.0,0.0,0.3136647948141505,0,HH,4
-8.673617379884035e-19,0.4125193833528837,0.4125193833528837,3.728928041974429,7.03430175273709,-0.3669434487036587,10.917007765436665,9.039400795342923,20.18528674691841,1.6666877581721224,15.065858646809398,0.003572438340967167,0.030314246929530185,0.041175728091346966,0.039269028257306396,0.0534508981581161,14104.133515576379,7.29860764822932,26390.625,5984.375,11.525945068844353,33.959928392727164,52.05165724771195,26.174799757321164,54.636523016414706,70.3443998607531,18.00808195943927,31.628741122057654,0.0,0.0,367.39388344675706,0.2087248742381271,4.7761162759165865,1.5994590869896177,1.776051845346619,1.776051845346619,2.9237473125732025,0.0,0.0,0.0,0.001974153232755511,0.0,0.0,0.0,1.7644065191523168,1.7644065191523168,2.8685930641368524,0.0,0.0,0.0,0.0019770853525393115,0.0,0.0,0.0,0.3046681706130098,0,HH,5
4.119968255444917e-18,0.39330217993873806,0.39330217993873806,2.9416803249421295,5.49926757432202,-0.29708092711393447,9.920131962590466,7.479440681972153,16.303599955374803,1.6369977728585432,12.243827738615998,0.002605381748653229,0.027681334557313253,0.036303187672036816,0.04153235967120541,0.04421684619900086,13828.486918882723,7.252368768269417,25484.375,5953.125,13.933922611098621,19.57139900884544,50.8077908141483,76.51664955996698,47.342955261124565,20.648649400135184,54.62741758684219,41.72229037739665,0.0,0.0,335.90098782775607,0.19871485139528391,4.044370579009853,1.2326180170128331,1.7591406852739524,1.7591406852739524,2.8864113401856653,0.0,0.0,0.0,0.001940448420259742,0.0,0.0,0.0,1.7634750632957554,1.7634750632957554,2.870697329340212,0.0,0.0,0.0,0.00191879511040634,0.0,0.0,0.0,0.2940159551905126,0,HH,6
-1.0408340855860843e-17,0.38683006557433947,0.38683006557433947,2.856944499032541,5.41381835532202,-0.02638718977458393,8.833296458086666,7.385528564825334,15.677299895639436,1.606900806950218,11.867811810571714,0.0028117411238617234,0.026168635226607055,0.037426029037772215,0.03561646910605602,0.04194820380483012,13786.792828889646,7.272797408497708,26015.625,7750.0,13.310624049578093,64.64915338157167,66.96723637616641,95.3112495486139,59.95998451842714,31.50708333974659,29.62242891590498,38.93151405493542,0.0,0.0,275.73322003039925,0.19585415963635944,5.968485103715196,1.7449265152709965,1.7663660507148287,1.7663660507148287,2.820487142092426,0.0,0.0,0.0,0.0018799009373339356,0.0,0.0,0.0,1.7757321141614621,1.7757321141614621,2.817391660042139,0.0,0.0,0.0,0.0018986088983055916,0.0,0.0,0.0,0.3138845152608547,0,HH,7
-3.144186300207963e-18,0.3943312530662681,0.3943312530662681,2.5561589730789707,4.96215820032202,0.06759218368965743,8.28095430458876,6.4822632068917025,13.761517393949562,1.606393504485444,10.413065509915816,0.003945619208615174,0.02764725204415157,0.03789846353775715,0.03851691633542409,0.04331610976813692,13736.795255991676,7.271626575675828,26328.125,7750.0,9.605200482956256,95.47214614069453,80.81503928167695,76.81540357593303,80.690682794254,34.0665191831523,25.78612806598333,34.53490539970678,0.0,0.0,232.44877382240628,0.19753408666154532,4.087742115323439,1.2782759288502565,1.7723668105752106,1.7723668105752106,2.7787160442306367,0.0,0.0,0.0,0.0019163990918827942,0.0,0.0,0.0,1.7556916852270403,1.7556916852270403,2.789963903758584,0.0,0.0,0.0,0.0019168507964029322,0.0,0.0,0.0,0.2801375254999713,0,HH,8
6.505213034913027e-19,0.40796726027322683,0.40796726027322683,3.84069829925307,6.875610346535449,0.19986877801379627,10.475823370008468,9.414231663297809,20.93021930533475,1.6551439523057805,15.581908603112957,0.004702669666796449,0.032312482397169204,0.042044348884151275,0.04081550415524261,0.04772896453245738,13681.070553032021,7.2640811185626895,26609.375,7750.0,8.940527796810397,55.41445600383441,66.36986297180418,39.582839230094905,98.72507985459413,24.995510633500764,42.02221934350875,10.89414255799183,0.0,0.0,344.82086369267637,0.2122268551616123,4.634210490598771,1.290193990893695,1.7555412242565773,1.7555412242565773,2.938513407323139,0.0,0.0,0.0,0.0019493905402590073,0.0,0.0,0.0,1.774689112633104,1.774689112633104,2.814411451460327,0.0,0.0,0.0,0.0019807396837960437,0.0,0.0,0.0,0.3081025353531909,0,HH,9
