phase_current_1,phase_current_2,vibration
-2.413491209,1.86177703734384,-0.204467773
-2.345301817,1.95614013542601,-0.183105469
-2.425200499,1.84593505737384,-0.180053711
-2.514053343,1.72746459846775,-0.268554687
-2.482369383,1.80529693484210,-0.219726562
-2.394894102,1.90034881466209,-0.158691406
-2.46514984,1.77981201054253,-0.024414062
-2.539538267,1.64687713514211,-0.033569336
-2.507165526,1.73779632453514,-0.024414062
-2.427266844,1.84249114868471,-0.012207031
-2.496145018,1.71368896371123,-0.021362305
-2.573977354,1.60279510392124,0.0518798827782144
-2.522318724,1.67924987681993,0.0122070312419328
-2.454818114,1.78532226444514,0.0305175781048320
-2.533339232,1.64894348035558,-0.064086914
-2.587064207,1.52014129538211,0.00915527343144960
-2.555380247,1.61312682998863,-0.042724609
-2.472726439,1.72402068977862,-0.085449219
-2.526451414,1.60968292129950,-0.29296875
-2.602217406,1.46779388330733,-0.204467773
-2.56433441,1.53804962056559,-0.146484375
-2.479614256,1.64274444471515,-0.115966797
-2.588441771,1.51669738669298,-0.665283203
-2.608416441,1.34450195223647,0.140380859282227
-2.580865172,1.43197723294038,0.225830077975757
-2.488568419,1.56077941791385,0.231933593596723
-2.578110045,1.42302307034864,-0.085449219
-2.601528624,1.28457794104560,0.140380859282227
-2.553313902,1.38238494781690,0.390624999741850
-2.478925474,1.49465637108255,0.0762939452620800
-2.490634764,1.37756347565212,0.604248046475674
-2.614615477,1.19848022381734,0.204467773302374
-2.592574461,1.29904235753995,0.158691406145126
-2.502344054,1.41544647123255,0.277709960753971
-2.599462279,1.28939941321038,-0.289916992
-2.618748167,1.11169372485126,0.0335693359153152
-2.562956846,1.21569976726299,-0.146484375
-2.4968338,1.30937408360734,-0.161743164
-2.620125731,1.22878662028169,-1.315307616
-2.612549132,1.00837646417735,-0.021362305
-2.585686644,1.09654052661908,0.0732421874515968
-2.467216185,1.22052123942778,0.0427246093467648
-2.4968338,1.09791809009474,-0.006103516
-2.573288573,0.937431945181265,-0.100708008
-2.527140196,1.04212676933083,-0.262451172
-2.443797606,1.13855621262647,-0.054931641
-2.420379027,1.05452484061170,-0.430297851
-2.569844664,0.838936156672139,0.158691406145126
-2.547114866,0.914702147833005,-0.143432617
-2.435532225,1.05452484061170,0.0823974608830464
-2.410736082,0.891972350484745,1.58386230364078
-2.56433441,0.755593566395186,-0.1953125
-2.549181212,0.834114684507357,-0.408935547
-2.449996641,0.939498290394743,-0.44555664
-2.506476744,0.808629760207792,-0.494384765
-2.549869993,0.633679198799974,-0.524902343
-2.494078673,0.728731078619970,-0.369262695
-2.420379027,0.841691283623443,-0.41809082
-2.461017149,0.712889098649970,-0.332641601
-2.508543089,0.526229247699109,-0.25024414
-2.470660094,0.612326964927366,-0.161743164
-2.381118468,0.738374022949535,-0.180053711
-2.430710753,0.598551330170845,-0.177001953
-2.483058165,0.441509093946503,-0.067138672
-2.447241514,0.512453612942587,-0.067138672
-2.34254669,0.632301635324322,0.100708007745946
-2.403159483,0.507632140777805,0.305175781048320
-2.441042479,0.338880615010421,0.296020507616870
-2.418312682,0.432554931354765,0.408935546604749
-2.335658873,0.537938537242152,0.262451171701555
-2.40178192,0.411202697482157,0.155639648334643
-2.447241514,0.252094116044337,-0.003051758
-2.402470702,0.338880615010421,-0.119018555
-2.327393492,0.452529601751720,-0.326538086
-2.37009796,0.311329345497378,-0.271606445
-2.416935118,0.150843200583907,-0.152587891
-2.395582884,0.210078430036948,-0.082397461
-2.264025572,0.341635741961725,0.143432617092710
-2.309485167,0.205945739609991,0.253295898270106
-2.359077452,0.0585464477152149,0.244140624838656
-2.356322325,0.0971182250334742,-0.173950195
-2.208923033,0.229364318696077,0.305175781048320
-2.274357298,0.104694824149561,0.286865234185421
-2.334281309,-0.039260559,0.390624999741850
-2.335658873,0.0103317260673909,0.195312499870925
-2.199280089,0.129490966711299,0.323486327911219
-2.258515318,0.00137756347565212,0.219726562354790
-2.308796385,-0.137756348,0.259399413891072
-2.288132933,-0.086786499,0.253295898270106
-2.162774657,0.0413269042695635,0.0488281249677312
-2.214433287,-0.078521118,-0.103759766
-2.264714354,-0.234874573,-0.26550293
-2.237163084,-0.172884216,-0.332641601
-2.115248717,-0.066123047,-0.259399414
-2.173795165,-0.182527161,-0.170898437
-2.231652831,-0.302375183,-0.042724609
-2.173106383,-0.246583862,-0.164794922
-2.062901305,-0.152909546,-0.262451172
-2.133157042,-0.261048279,-0.305175781
-2.203412779,-0.397427063,-0.247192383
-2.135912169,-0.315462036,-0.079345703
-2.025018309,-0.236940918,0.103759765556429
-2.087008666,-0.371942138,0.128173828040294
-2.153131712,-0.476636963,0.0762939452620800
-2.11249359,-0.45184082,-0.192260742
-1.978181151,-0.345079651,-0.241088867
-2.042926634,-0.475259399,-0.213623047
-2.107672118,-0.580643005,-0.22277832
-2.067033995,-0.537938537,-0.12512207
-1.905170287,-0.46355011,-0.146484375
-1.955451354,-0.553780517,-0.100708008
-2.034661254,-0.677072448,-0.204467773
-1.972670897,-0.626791381,-0.253295898
-1.847312621,-0.525540466,-0.186157226
-1.925833739,-0.626791381,-0.164794922
-2.005732421,-0.767302856,-0.143432617
-1.896216124,-0.68947052,0.421142577846682
-1.790832518,-0.628857727,-0.146484375
-1.852134093,-0.744573059,-0.057983398
-1.929277648,-0.845135192,0.0457763671572480
-1.909991759,-0.839624938,-0.064086914
-1.707489928,-0.732174987,0.231933593596723
-1.77567932,-0.827915649,0.146484374903194
-1.855578002,-0.927789001,0.0732421874515968
-1.821138915,-0.934676818,0.0457763671572480
-1.620014647,-0.816206359,-0.018310547
-1.674428405,-0.90781433,0.0701904296411136
-1.760526122,-1.013886718,0.204467773302374
-1.684760131,-0.989779357,0.341796874774118
-1.547003783,-0.89954895,0.204467773302374
-1.602106322,-1.004932555,0.0579833983991808
-1.690270385,-1.11376007,-0.033569336
-1.783255919,-1.117203979,-1.974487303
-1.465727538,-0.976003722,-0.137329101
-1.524273986,-1.078632201,-0.12512207
-1.619325866,-1.1654187,-0.082397461
-1.425089416,-1.17712799,1.86767578001572
-1.394783019,-1.061412658,0.0793457030725632
-1.438176269,-1.166796264,0.0671386718306304
-1.530473021,-1.258404235,0.158691406145126
-1.250138854,-1.088963928,0.262451171701555
-1.301797484,-1.135801086,0.149536132713677
-1.332103881,-1.241184692,0.189208984249958
-1.425778197,-1.326593627,0.204467773302374
-1.205368041,-1.283889159,2.09350585799148
-1.188837279,-1.233608092,0.213623046733824
-1.234985656,-1.312817992,0.115966796798362
-1.332103881,-1.396160583,-0.088500977
-1.247383727,-1.39133911,-0.231933594
-1.107561034,-1.311440429,-0.338745117
-1.150954284,-1.405803527,-0.390625
-1.246006164,-1.487768554,-0.332641601
-1.146821593,-1.491212462,-0.189208984
-1.005621337,-1.406492309,-0.170898437
-1.042126769,-1.531161803,-0.192260742
-1.137178649,-1.566289672,-0.082397461
-1.049014587,-1.580065307,-0.079345703
-0.900926513,-1.478814391,0.0457763671572480
-0.91539093,-1.578687743,-0.02746582
-1.028351135,-1.637234191,0.00610351562096640
-0.925722656,-1.624147338,0.0183105468628992
-0.799675598,-1.540804748,0.0305175781048320
-0.816895141,-1.639300536,0.0732421874515968
-0.916768493,-1.733663634,0.0305175781048320
-0.84031372,-1.701979674,-0.051879883
-0.7053125,-1.599351195,-0.1953125
-0.714266662,-1.679938659,-0.109863281
-0.82447174,-1.743306578,-0.253295898
-0.738374023,-1.75983734,-0.143432617
-0.59855133,-1.687515258,-0.122070312
-0.622658691,-1.777745665,-0.030517578
-0.72115448,-1.841802367,-0.103759766
-0.64194458,-1.848001403,-0.177001953
-0.512453613,-1.75983734,-0.128173828
-0.498677978,-1.8707312,0.167846679576576
-0.589597168,-1.927211302,0.119018554608845
-0.500055542,-1.932721556,0.158691406145126
-0.387095337,-1.841113585,0.189208984249958
-0.40431488,-1.909991759,-0.186157226
-0.486968689,-1.984380187,0.173950195197542
-0.40018219,-1.996089476,0.170898437387059
-0.300308838,-1.873486327,0.247192382649139
-0.263114624,-1.960272826,0.283813476374938
-0.392605591,-2.034661254,0.0762939452620800
-0.308574219,-2.051880797,-0.07019043
-0.206634521,-1.963716735,-0.146484375
-0.157042236,-2.057391051,0.640869140201472
-0.300997619,-2.131090697,-0.082397461
-0.230741882,-2.168284911,0.00915527343144960
-0.123980713,-2.020885619,0.0213623046733824
-0.127424621,-2.129713133,-0.338745117
-0.186659851,-2.156575621,-0.170898437
-0.108827515,-2.145555113,-0.228881836
-0.016530762,-2.058768614,-0.07019043
0.0385717773182593,-2.135912169,0.253295898270106
-0.078521118,-2.219943541,0.0732421874515968
-0.020663452,-2.216499632,0.0274658202943488
0.0668118285691277,-2.115937499,-0.061035156
0.103317260673909,-2.217877196,-0.042724609
0.0137756347565212,-2.274357298,0.0305175781048320
0.0936743163443439,-2.304663695,0.119018554608845
0.173572997932167,-2.20754547,0.0885009765040128
0.176328124883471,-2.29502075,-0.012207031
0.101939697198257,-2.338414,-0.262451172
0.162552490126950,-2.352878416,-0.41809082
0.249338989093033,-2.240606993,-0.338745117
0.303063964643466,-2.332214964,-0.128173828
0.202501830920861,-2.363210142,0.0427246093467648
0.279645385557380,-2.379740904,0
0.352656249766942,-2.272979735,-0.039672852
0.385028991444767,-2.369409178,-0.180053711
0.309263000283900,-2.408669737,-0.155639648
0.378141174066506,-2.412113646,0.0274658202943488
0.420156860073896,-2.30673004,0.146484374903194
0.474570617362154,-2.390761412,0.152587890524160
0.402937316628244,-2.443797606,0.0610351562096640
0.464927673032589,-2.463083494,-0.106811523
0.524162902485630,-2.361832579,-0.186157226
0.585464477152149,-2.440353697,0.0610351562096640
0.484213561691719,-2.503032835,0.149536132713677
0.566867370230846,-2.516119688,0.418090820036198
0.604061584073453,-2.413491209,0.466918945003930
0.659164123099538,-2.485813292,0.366210937257984
0.604750365811279,-2.509231871,0.0946044921249792
0.677761230020841,-2.535405577,-0.064086914
0.703934936058232,-2.420379027,-0.146484375
0.721843261241709,-2.486502074,-0.64086914
0.703934936058232,-2.507854307,-0.045776367
0.780389708956924,-2.535405577,-0.042724609
0.799675597616054,-2.428644408,-0.158691406
0.790032653286489,-2.534716795,-0.997924804
0.792098998499967,-2.517497252,-0.158691406
0.867864989660833,-2.565023192,-0.064086914
0.883706969630833,-2.46928253,0.0457763671572480
0.891972350484745,-2.589819334,0.0183105468628992
0.876130370514746,-2.561579283,0.0854492186935296
0.919523619997788,-2.596707152,-0.024414062
0.953273925151265,-2.471348875,0.0579833983991808
1.03661651542822,-2.518874815,0.296020507616870
0.956717833840395,-2.565023192,0.198364257681408
1.02077453545822,-2.603594969,0.189208984249958
1.04901458670909,-2.501655272,0.219726562354790
1.40786987211646,-2.332214964,0.436401366899098
1.04625945975778,-2.529895323,0.149536132713677
1.10136199878387,-2.549181212,0.0671386718306304
1.11995910570517,-2.48512451,0.0732421874515968
1.18745971601212,-2.514053343,0.0579833983991808
