phase_current_1,phase_current_2,vibration
1.25289398110560,-2.487190855,-0.048828125
1.23705200113560,-2.39007263,0.216674804544307
1.30799652013168,-2.474792784,0.234985351407206
1.29008819494821,-2.393516539,0.390624999741850
1.33485900790690,-2.483058165,0.00305175781048320
1.28526672278342,-2.390761412,-0.26550293
1.39133911040864,-2.459639586,-0.143432617
1.34587951571212,-2.38593994,-0.094604492
1.44368652248342,-2.460328368,0.0946044921249792
1.38582885650603,-2.380429686,0.0152587890524160
1.49396758934472,-2.448619078,0.0640869140201472
1.43197723294038,-2.349434508,-0.155639648
1.54080474751689,-2.406603392,-0.177001953
1.48845733544211,-2.35838867,0.173950195197542
1.56077941791385,-2.426578062,0.0396728515362816
1.52289642233342,-2.344613036,0.283813476374938
1.57455505267037,-2.43346588,0.0183105468628992
1.52771789449820,-2.360455016,-0.094604492
1.63172393690993,-2.419001463,-0.213623047
1.58144287004863,-2.328082274,0.00305175781048320
1.64756591687993,-2.425200499,-0.030517578
1.60899413956167,-2.336347655,0.338745116963635
1.71368896371123,-2.368720396,0.161743163955610
1.65858642468515,-2.290199278,0.0885009765040128
1.72195434456515,-2.379740904,-0.112915039
1.67924987681993,-2.292954405,-0.231933594
1.75639343145645,-2.325327147,-0.29296875
1.71644409066254,-2.272290953,-0.219726562
1.79083251834775,-2.353567198,-0.067138672
1.76948028447514,-2.2592041,0.399780273173299
1.85006774780079,-2.31843933,0.00305175781048320
1.78945495487210,-2.256448973,-0.067138672
1.87417510862470,-2.336347655,0
1.82251647828775,-2.245428465,-0.231933594
1.94167571893166,-2.301908568,0.106811523366912
1.88106292600297,-2.233030394,0.207519531112858
1.94443084588296,-2.319128111,0.0305175781048320
1.86590972777079,-2.222698668,-0.479125976
2.03328369006252,-2.215810851,-0.183105469
1.90999175899166,-2.187570799,-0.570678711
2.01537536487905,-2.235096739,-0.057983398
1.97886993277427,-2.129713133,0.360107421637018
2.08149841171035,-2.164841002,0.167846679576576
1.96647186149340,-2.1007843,-0.366210937
2.06427886826470,-2.184815672,0.158691406145126
2.04223785265426,-2.102161864,0.503540038729728
2.12007018902861,-2.134534606,0.0640869140201472
2.03328369006252,-2.126958006,0.189208984249958
2.10422820905861,-2.199280089,-0.024414062
2.04568176134339,-2.111804808,-0.570678711
2.17448394631687,-2.142799986,-0.170898437
2.13522338726078,-2.109738463,0.402832030983782
2.16277465677382,-2.16001953,-0.158691406
2.12007018902861,-2.069789122,-0.64086914
2.23440795750773,-2.078054503,-0.003051758
2.13728973247426,-2.055324706,-0.225830078
2.21030059668382,-2.104916991,0.0823974608830464
2.21512206884860,-2.000222167,0.701904296411136
2.29019927827164,-2.038105162,-0.07019043
2.13040191509600,-2.065656432,-0.769042968
2.25851531833164,-2.069789122,-0.131225586
2.26471435397208,-1.950629882,0.238037109217690
2.33772521818164,-1.977492369,-0.042724609
2.22545379491599,-1.963027953,-0.067138672
2.30259734955251,-2.020196837,0.122070312419328
2.28882171479599,-1.909302977,0.680541991737754
2.38731750330512,-1.914124449,0.115966796798362
2.28193389741773,-1.914813231,-0.09765625
2.35976623379208,-1.969226988,0.0396728515362816
2.29088806000947,-1.853511656,-0.592041015
2.42313415367207,-1.852134093,-0.112915039
2.32326080168729,-1.851445311,-0.415039062
2.38525115809164,-1.916879576,-0.332641601
2.37009795985947,-1.794276427,-0.106811523
2.46514983967946,-1.803919371,-0.26550293
2.36527648769468,-1.784633483,-0.253295898
2.43002197105033,-1.874175109,0.0213623046733824
2.35907745205425,-1.746061705,-0.225830078
2.50096649004642,-1.729530944,0.216674804544307
2.40729217370207,-1.751571959,0.0823974608830464
2.45895080403903,-1.798409117,0.119018554608845
2.45206298666077,-1.665474242,0.167846679576576
2.51198699785163,-1.664096679,-0.079345703
2.40935851891555,-1.693025512,-0.119018555
2.44655273275816,-1.739173888,-0.259399414
2.39902679284816,-1.626902465,-0.531005859
2.49752258135729,-1.583509215,-0.076293945
2.42520049888555,-1.600728759,0.354003906016051
2.44861907797164,-1.678561095,0.341796874774118
2.47410400227120,-1.511187133,1.02844238213284
2.53609435867555,-1.531850585,0.354003906016051
2.41280242760468,-1.580065307,-0.100708008
2.47823669269816,-1.611749267,-0.100708008
2.44999664144729,-1.462283629,-0.680541992
2.55675781081033,-1.431977233,-0.299072265
2.47479278400903,-1.449196776,-0.006103516
2.49476745440598,-1.493278808,-0.088500977
2.41900146324512,-1.444375304,-0.305175781
2.55606902907250,-1.33554779,0.0885009765040128
2.42037902672077,-1.377563476,0.216674804544307
2.49132354571685,-1.439553832,0.198364257681408
