label,file,window_id,start_sample,end_sample,vib_mean,vib_std,vib_rms,vib_peak,vib_p2p,vib_kurtosis,vib_skewness,vib_crest,vib_pow_0k_1k,vib_share_0k_1k,vib_pow_1k_5k,vib_share_1k_5k,vib_pow_5k_10k,vib_share_5k_10k,vib_pow_10k_20k,vib_share_10k_20k,vib_pow_20k_32k,vib_share_20k_32k,vib_spec_centroid,vib_spec_entropy,vib_dom_freq,vib_env_rms,vib_env_kurt,vib_envE_bpfo,vib_envS_bpfo,vib_envE_bpfo2,vib_envS_bpfo2,vib_envE_bpfo3,vib_envS_bpfo3,vib_envE_bpfi,vib_envS_bpfi,vib_envE_bpfi2,vib_envS_bpfi2,vib_envE_bpfi3,vib_envS_bpfi3,vib_envE_sb_bpfo,vib_envSR_sb_bpfo,vib_envE_sb_bpfi,vib_envSR_sb_bpfi,cur1_rms,cur1_std,cur1_P_fe,cur1_P_2fe,cur1_P_3fe,cur1_S_fr,cur1_S_2fr,cur1_S_bpfo,cur1_S_bpfi,cur1_SR_fr,cur1_SR_2fr,cur1_SR_bpfo,cur1_SR_bpfi,cur2_rms,cur2_std,cur2_P_fe,cur2_P_2fe,cur2_P_3fe,cur2_S_fr,cur2_S_2fr,cur2_S_bpfo,cur2_S_bpfi,cur2_SR_fr,cur2_SR_2fr,cur2_SR_bpfo,cur2_SR_bpfi,xcoh_mean_0_2k,xcoh_max_0_2k
HH,HH.csv,0,0,8192,-0.014275312414296283,0.3972642075243968,0.3975206096852247,4.16259765349909,7.50427245549909,14.703615946263179,0.33176673980770743,10.47140085839765,0.003998147957012358,0.02442399522238337,0.028842018025902638,0.1761909059000749,0.04238276104479285,0.25890896595106594,0.04146040791604507,0.2532744700164233,0.0470142059615872,0.2872016629039435,13707.388859250212,0.9304797432894679,5843.75,0.36351908696532714,7.561601231617577,6.549917423746344e-05,0.0015714789516498777,0.00022569702674904798,0.005415001503686496,0.00015897186892183422,0.0038141083276774534,3.9327504676268195e-05,0.000943559159930884,5.90487675275734e-05,0.0014167185521153217,5.1499610708967734e-05,0.0012355965581168462,0.004419218127436186,33.734914563042075,0.0008099255915795742,10.297190070275754,1.7746444500692928,1.7746274935431257,1.8663227839788963,6.0481489274942195e-05,1.2815760165780637e-06,0.0003322663077842333,2.367883767342916e-05,2.378425666173222e-06,5.233759559117764e-07,0.00017803260541870573,1.268742892530868e-05,1.2743913789131785e-06,2.804316383019702e-07,1.7669144488621158,1.7646288351435477,1.8729933511326806,5.125333174780855e-05,2.3536605714440515e-05,0.0003126133372275136,8.252299122019576e-05,2.455721615294496e-06,4.792128253288879e-07,0.00016690573783312995,4.405941493078256e-05,1.3111213736066405e-06,2.5585399170735507e-07,0.24491330096962693,0.5380294906397802
HH,HH.csv,1,4096,12288,-0.01959726212431925,0.4007647950160626,0.4012436586502471,3.70788573973709,7.03430175273709,13.195592811089284,0.03814465580432855,9.24098277889523,0.005198131514630046,0.035385687739384594,0.025202560788066593,0.1715635596693543,0.0359269129772595,0.2445683647047602,0.0350039660267032,0.23828550854760375,0.04556769352828953,0.3101968793320898,13973.168680924498,0.9372788982205966,5937.5,0.3642392892272499,7.772885908059163,4.124618918255799e-05,0.0010671224182878304,0.0004844974016081042,0.012534928658981294,0.00013620421952114113,0.00352387890849975,4.138179469408781e-05,0.0010706308074084924,0.00010601260339709088,0.002742760675547004,2.895637751784127e-05,0.0007491601094328734,0.0028878831578202273,35.00787806153938,0.00047921939829449344,5.790220023646524,1.7658810106828038,1.7657586463110198,1.865379956588117,5.5661973716339514e-05,4.268994154910123e-07,0.0003922508042745638,1.4568952621076366e-05,6.522842387424819e-06,1.502291247966585e-07,0.0002102793068452402,7.81017967391264e-06,3.49679021927091e-06,8.053540205897533e-08,1.7768812018089626,1.776232127480593,1.8721212411735684,4.2622176056152695e-05,1.9394444425521454e-05,0.0003713856878309206,8.817125957908387e-05,1.406113122981638e-06,9.70130616499497e-07,0.00019837694250929674,4.709698156288492e-05,7.510801608657797e-07,5.181986054978134e-07,0.2638489159145344,0.5473694611181945
HH,HH.csv,2,8192,16384,-0.02120248971654594,0.4102344503796558,0.41078199796057097,3.70788573973709,7.03430175273709,13.804721079626228,-0.3572400070357632,9.026407579048696,0.004223796217447582,0.023021223528181298,0.033702091609052146,0.18368864035019258,0.041281529224996456,0.22499932831704758,0.0446644285743993,0.24343735848863657,0.05960216531249036,0.3248534493104916,14263.007666037433,0.938012283391215,5968.75,0.3733193100276032,7.662608051951242,7.401362929596884e-06,0.00014967191813498436,0.0004141488854912508,0.00837500588399299,3.204132917534983e-05,0.0006479464988930414,6.51121537354731e-05,0.0013167116700246767,3.690642691032437e-05,0.0007463295287260977,2.1844492453369764e-06,4.417439216643193e-05,0.005850895819216694,395.2579734039194,0.001973059254038293,15.151236180136783,1.7553643875509661,1.754865602695708,1.869756753848581,7.377106336346237e-05,4.5988263323571895e-08,0.0003265686024919563,3.114189020997629e-05,2.04355027824586e-06,2.6012058554578375e-07,0.00017465833553995453,1.6655583752196252e-05,1.0929498043199796e-06,1.391200138789337e-07,1.7757883647780952,1.7751851065648705,1.8725012587276775,4.846669349784002e-05,2.7872945226447304e-05,0.00030403066357033773,9.552564459585468e-05,1.3351325114893852e-06,2.3901520289334875e-06,0.00016236606632604207,5.1014996198566614e-05,7.130208886459519e-07,1.276448823621227e-06,0.24069770899147322,0.6073211910945719
HH,HH.csv,3,12288,20480,-0.018524751057870527,0.39330217993873806,0.39373820127886955,2.960205076,5.49926757432202,12.913345896728137,-0.2970265272045004,7.518206428478813,0.0022560143289162013,0.015111330198400025,0.02732789649737107,0.18304886733492592,0.03718922002013,0.2491023999014714,0.03828685247333717,0.25645460783042623,0.04423291805169168,0.2962827947280782,13848.98204911599,0.9337502736622697,7796.875,0.3618247599815156,7.041170180452615,9.376900035992069e-05,0.0025339196668987788,0.0005376931573009092,0.014530082018705492,9.183917758229113e-05,0.0024817700665927603,1.8756028334163433e-05,0.0005068441477079181,0.00013825653150931102,0.003736106206997536,1.8808998598962964e-05,0.0005082755631567463,0.0033924954170662584,18.089642557534702,0.0009354072153720804,24.936174486687438,1.7593499598164584,1.7591406852739524,1.8677371453641185,6.415604979152666e-05,9.301489719960895e-07,0.00035472675483706956,2.4552325284593665e-05,2.2675849284753927e-06,1.2146499453344389e-06,0.00018992327465207907,1.3145492847064409e-05,1.2140814001062815e-06,6.503323812714505e-07,1.7657395232285737,1.7634750632957554,1.8712034042641994,4.281511181482024e-05,2.533319354765729e-05,0.0003501349547611242,7.629977050357693e-05,2.1935994493849693e-06,1.9048223696245708e-07,0.00018711752766323032,4.077577580804957e-05,1.1722934259230738e-06,1.0179664943334009e-07,0.23328495647740086,0.5701602659216202
HH,HH.csv,4,16384,24576,-0.017096474756950683,0.3943312530662681,0.39470169317337395,2.53906249832202,4.96215820032202,11.275168542406561,0.06757980656162405,6.432864470131108,0.0039004839620471036,0.026556980374137024,0.026013035655811024,0.1771133233991124,0.03739369140304696,0.2546000799823983,0.03834852689391344,0.26110120846753176,0.04121653096026415,0.28062840777001186,13733.69375833532,0.9307568517349357,7757.8125,0.36435775032100715,7.084515249404874,3.142304330940913e-05,0.0009106060257236253,0.00018131569316836383,0.005254333933592274,0.00015960513547636003,0.004625185303349978,0.0001781366649558625,0.005162209112398322,0.00016438637638108473,0.004763740526515613,0.0001045392777404156,0.0030294359237545182,0.001433171834026937,22.80447181882801,0.0003692945955607116,1.0365485247398798,1.7725192759928496,1.7723668105752106,1.8694719548273606,4.5607543015331924e-05,1.5471711482766053e-08,0.00035283813693434343,2.6294078979537167e-05,2.8117903262596946e-06,8.75900652933643e-07,0.00018873679063387613,1.4064976429106833e-05,1.504055901452584e-06,4.6852837276933684e-07,1.7558180067082958,1.7556916852270403,1.8707043594733026,3.41319994959043e-05,1.969893447153693e-05,0.0003395539792010859,7.938818226812463e-05,2.2379526348375973e-06,1.687972442027148e-06,0.0001815112994639655,4.243758874354361e-05,1.196315507313244e-06,9.023191898165538e-07,0.21240236821924693,0.6723143095951685
HH,HH.csv,5,20480,28672,-0.01827999948067456,0.40939773458359147,0.40980564108268475,3.82385253653545,6.875610346535449,14.315297205753406,0.1702642461537288,9.33089287503145,0.005634383332901126,0.030700946799563898,0.03581845343698613,0.19516961634297542,0.04469030370961466,0.2435110562381237,0.043049626702082185,0.2345712425003199,0.05433197456841496,0.2960471381135682,13812.388784616513,0.9344537451468461,6000.0,0.37267990221209896,8.116328144824434,3.970878019218174e-05,0.0007331847311492047,0.0005396411913890965,0.009963959605678143,0.00025277251190655963,0.004667203205114054,0.00025632239483507497,0.004732748405645475,0.00023847848225416965,0.004403277588738919,0.00021049453931162488,0.0038865807880937046,0.006708606328205505,84.47258026140251,0.0014298542895621255,2.789171597146169,1.77594247626235,1.7758961565402083,1.869290108806007,2.821338672006128e-05,1.4907996139145704e-06,0.0003161806076541774,1.5065946732702224e-05,1.4674855613262832e-06,2.6392068865621056e-07,0.00016914474974457866,8.059715643773137e-06,7.850496583769129e-07,1.4118765589823103e-07,1.7665476092809733,1.7644497342339662,1.8711184265911727,3.5032236096139566e-05,1.8911368513861325e-05,0.0003286527381257554,8.475489320304795e-05,2.1219618732992964e-06,6.74822417359359e-07,0.0001756450759369216,4.529638102993309e-05,1.1340607003502069e-06,3.6065190089993307e-07,0.2579156437007731,0.6121118096576806
HH,HH.csv,6,24576,32768,-0.019672885521974093,0.4076509454962018,0.40812536773485175,3.82385253653545,6.875610346535449,14.4558414076113,0.325283316751333,9.369308645892202,0.0049271295518819105,0.030093372098782004,0.0308174902505987,0.18822362828020897,0.039002241868307995,0.23821354094117345,0.04009612578744608,0.24489464308489992,0.0488850765047679,0.298574815588828,13965.02461214204,0.9387492022525407,7789.0625,0.37270839273683654,7.4243477727997425,7.435720530865055e-05,0.001695940759793531,0.0005354509981499723,0.012212578039549088,3.07831336220538e-05,0.0007021023827765906,0.00010144566898303763,0.002313775029853636,0.00012964370999276397,0.0029569165639688364,8.313596873136907e-05,0.0018961669873309023,0.005343061361435799,35.92833608611877,0.0018487262429161479,9.111903210542009,1.76600851733921,1.7658983407381201,1.8694865758649237,5.0242001264049864e-05,1.4740394803599577e-06,0.0003856904853575036,1.5135800751465247e-05,2.858568944359325e-06,6.071608954154695e-06,0.0002063082401000159,8.096233985769342e-06,1.5290663122495383e-06,3.2477414026588547e-06,1.7777536590639182,1.777033278163828,1.8733661610649517,3.505906169489145e-05,2.271503547487626e-05,0.00037218388970350347,9.188220230946036e-05,1.5988445828522881e-06,8.255548670368438e-08,0.0001986711927644351,4.904657947764951e-05,8.534608001793628e-07,4.4067992909997914e-08,0.22123980677016042,0.4607179517542711
HH,HH.csv,7,28672,36864,-0.020881742222208358,0.4034286077283643,0.40396867290902794,3.186035154,5.70373534764864,12.395950169981962,0.11141020951926135,7.886837192223554,0.004053126030281227,0.029333503753129733,0.024299745120788096,0.1758634346367157,0.03633102369941948,0.26293685715171844,0.03437027731308334,0.24874643695436377,0.03911977610946516,0.2831197674968351,13600.772742905192,0.9362418356552652,5828.125,0.3666669260530582,5.698133758170936,4.053864255370226e-05,0.0011747529273903527,4.645324750542392e-05,0.0013461498722236213,0.0001420156951756368,0.004115415394631141,7.276310242280394e-05,0.002108572517295267,3.102221967077547e-05,0.0008989803574234828,8.319250533617357e-05,0.0024108019663248944,0.002774039478741524,34.21475498164437,0.0001947919379999119,1.3385351240900982,1.7558532713333876,1.7553437659945959,1.868456585051561,5.042859265837001e-05,3.4459201779252527e-07,0.0003292681681746807,1.6732679504020276e-05,3.2698642094478813e-06,2.0157767802250387e-06,0.0001762246823441274,8.95534830077391e-06,1.7500348874072969e-06,1.0788459289613804e-06,1.7746306109010603,1.774055905293282,1.868694449226678,3.697897859551157e-05,1.8327114506645284e-05,0.0003219232095661151,5.482373773160001e-05,1.957510025578266e-06,4.832445665263263e-07,0.00017227172141446898,2.9337989286722817e-05,1.047528142649161e-06,2.5860009737067976e-07,0.23402379956662062,0.7376953191012785
HH,HH.csv,8,32768,40960,-0.014485418783064113,0.40176654337162726,0.40202758951358847,3.59802245855969,6.89697265155969,14.279074567619373,0.172676553776198,8.949690400362755,0.006441439533670477,0.03389864253488921,0.030098403542541584,0.15839549796690758,0.04517154020569171,0.23771920642567548,0.05123519730719983,0.2696297356581123,0.057073994040305547,0.3003569174091527,14111.301769510448,0.9388465605706067,5843.75,0.360698979118971,6.945804670251812,7.492269376325499e-05,0.0015018426102283414,0.0008925961812168927,0.017892295529503242,7.48415578946316e-05,0.0015002162231005436,0.00017941111693941427,0.00359633705936531,2.0155290009874404e-05,0.0004040174189944117,4.9434998032151e-05,0.000990935893413519,0.005988935745554631,39.96743446325741,0.002618731042621181,7.298129235234003,1.760336746797724,1.7601039581026159,1.869443938722989,5.514435153951908e-05,3.009226649487643e-08,0.00037787432053200875,3.9471817721592596e-05,3.051059703060243e-06,1.094670937455636e-06,0.00020213193490569784,2.1114202412795832e-05,1.6320680389821047e-06,5.85559649466042e-07,1.7634559417318427,1.7611421278559412,1.8687417374972786,4.607887085804306e-05,1.877469364320059e-05,0.00033753673363025576,6.868421894527811e-05,8.84483788169866e-07,5.8069721311359e-07,0.00018062246208623927,3.6754259599952545e-05,4.733044542334362e-07,3.1074235752393526e-07,0.24070269864279006,0.7549123480394109
HH,HH.csv,9,36864,45056,-0.01246407627169188,0.40840452293777646,0.4085946739169997,3.59802245855969,6.89697265155969,12.85687175192473,0.19978431387826162,8.805847673094663,0.003634749478384901,0.021805539557821555,0.02916259087452883,0.17495181791887038,0.04125764828060825,0.24751232154939287,0.04348840068903092,0.2608950210104794,0.0491458810220246,0.29483529995743674,14012.835783742401,0.9372321856652175,5828.125,0.37493596732831463,6.615987384432617,5.110244978570417e-05,0.0010901975226574989,0.0008590604217662959,0.018326822834327582,0.00010599155276860656,0.0022611778639872924,2.236485698894667e-05,0.00047712216901898437,0.00011490637697922597,0.002451362861186061,3.29389197006705e-05,0.0007027046415048972,0.006493482330048206,63.53396259616095,0.0018793262158213206,42.015161883998935,1.7731472952380958,1.7730559848190903,1.8686395467932648,7.448275833229438e-05,1.535673034101382e-07,0.00034356487404521704,1.8138108824188845e-05,1.0658166115312748e-06,1.3601421459890975e-06,0.00018385829125505665,9.706585122478857e-06,5.70370360276133e-07,7.278782836007524e-07,1.755880128127129,1.7557366147891413,1.87099440084731,4.7695001759561175e-05,1.249422467412986e-05,0.0003320892272847463,6.57318061375268e-05,2.943192679381549e-06,1.3340544702762302e-07,0.00017749343725142994,3.5132016486914104e-05,1.5730633282745812e-06,7.130189538094657e-08,0.1956530626383384,0.5663829571123873
